Element,Degree,Arcana,Name,SpellType,MP,CastTime,TN,Test,Effect,Page,Source
Power Arcana,Expert,Power - Expert,Mind Reading,Utility,4,Major Action,13,Willpower (Self-Discipline) Vs. Spellpower,"You can read a subject's surface thoughts, ""hearing""them within your own mind.
You must see, touch, or be in mind-to-mind contact with your subject. Mind reading transcends language; you comprehend the subject's thoughts whether or not you share a common language. If your target succeeds on the Willpower (Self-Discipline) test to resist, you cannot read the subject's mind. Each successful resistance gives the target a +1 cumulative bonus to resist your mind reading for the rest of the encounter.
If you can interact with your subject, a successful opposed Communication (Deception) test against the target's Willpower (Self-Discipline) causes the subject to think consciously about a particular piece of informationâ€”such as a password, name, or locationâ€”allowing you to read it from the subject's surface thoughts.",139,FCRB
Power Arcana,Expert,Power - Expert,Mind Attack,Attack,6,Major Action,12,Willpower (Self-Discipline) Vs. Spellpower,"You psychically assault the mind of a target within 30 yards or in mind contact with you.
The target of a mind attack takes 2d6 + Willpower penetrating damage. Targets that make a successful Willpower (Self-Discipline) test vs. your Spellpower take 1d6 penetrating damage instead.",139,FCRB
Power Arcana,Master,Power - Master,Mind Probe,Utility,10,Major Action,13,Willpower (Self-Discipline) Vs. Spellpower,"You can probe another creature's mind for information.
You must see, touch, or be in mind contact with your subject. If you win the opposed test, you can ask any one question and receive the answer from the subject's mind. If the subject doesn't know the answer, then you know they don't know instead. Especially personal or guarded information grants the target a +1 or +2 bonus on the Willpower test. Information the target doesn't consciously know, because it is subconscious or has been forgotten, grants a +3 to +5 bonus, at the GM's discretion. You can maintain the mind probe and continue asking questions, one per round, so long as you take a major action each round to maintain the spell. If the subject wins the opposed test twice in a row, the spell ends.",140,FCRB
Power Arcana,Master,Power - Master,Mind Domination,Attack,14,Major Action,15,Willpower (Self-Discipline) Vs. Spellpower,"Your mind can seize control of another's body, controlling their actions completely, or causing them pain and helplessness should they refuse.
You override the will of another creature within 30 yards or in mind contact with you. If you succeed, your target can either submit to your total control of their actions on their next turn or take 2d6 + Willpower penetrating damage and be Stunned (as the condition, losing their major action), unless they make the Willpower (Self-Discipline) test vs. Spellpower noted above.
You can maintain the spell on subsequent rounds without spending additional MP, by using a minor action each round. The creature must make another Willpower (Self-Discipline) vs. Spellpower test to resist it, or again suffer the effects outlined above. If your target succeeds at the test, you force them to choose between the Influenced condition (you control their minor action) and taking 1d6 + Willpower penetrating damage, but after that the spell ends, freeing the subject of your domination.",140,FCRB
Protection Arcana,Novice,Protection - Novice,Arcane Awareness,Utility,2,Minor Action,9,,"You attune your senses to the flow of arcane power.
For 1 minute, you can sense active arcana or spells (but not magic items) within 10 yards of you and make Perception tests to detect details about them (usually with a TN equal to the effect's Spellpower or equivalent). The information you can perceive includes the arcana, spell type, and affected area or point of origin. If you have the Power Arcana focus, you may add it to the Perception test.",140,FCRB
Protection Arcana,Novice,Protection - Novice,Draw Power,Enhancement,4,Major Action,11,,"You draw additional arcane power into your aura, which glows softly in a color associated with you (and may show faint, shifting arcane symbols).
For the remainder of the encounter after casting draw power, your Spellpower is increased by +1.",140,FCRB
Protection Arcana,Novice,Protection - Novice,False Aura,Utility,4,Major Action,10,Intelligence (Arcane Lore) vs. Spellpower,"You place a deceptive magical aura upon a subject (this could be an object or a being), intended to deceive arcane forms of detection and divination.
The false aura is a genuine field of magical energy, not an illusion, but it has false characteristics and overlays the subject's natural aura.
For the next day, the false aura projects one or more of the following at the caster's option:
The subject appears either magical or non-magical.
The subject appears to be under the influence of certain spells or arcane forces.
The subject appears to be either a mundane or supernatural creature.
The false aura can be used to conceal some things, while giving fake information about others. Anyone examining the subject with spells like arcane awareness perceives the false aura instead of the subject's normal aura. The examiner must succeed on an Intelligence (Arcane Lore) test against your Spellpower to see the aura as false and perceive the subject's actual aura.",140,FCRB
Protection Arcana,Novice,Protection - Novice,Spell Shield,Defense,4+,Major Action,10,,"You can weave mystic energies together for magical protection from the effects of arcane workings.
You give yourself or one target within 4 yards of you a +2 bonus on all tests to resist spells until the end of the encounter. By expending additional MP, you can extend this benefit to more targets: 2 MP per additional target, up to a number of targets equal to your Willpower. If you have the Power Arcana focus, you can extend this benefit to two more creatures, or alternately increase thespell's bonus to +3.",141,FCRB
Protection Arcana,Expert,Protection - Expert,Arcane Abatement,Utility,Special,Major Action,0,,"Make a casting test against the Spellpower of the target spell. If it is successful, you can spend MP equal to the original cost of the spell (not counting any extra MP spent on pushing it to mitigate a failed casting roll) or effect to negate it. If either the casting test fails or you do not have sufficient MP to cover the cost, then you cannot cancel the target effect.",141,FCRB
Protection Arcana,Expert,Protection - Expert,Counter-Spell,Defense,1+,Reaction,0,,"When a foe within 20 yards of you casts a spell, you can make a casting roll against the casting roll of the target spell-caster and spend MP equal to the cost of the spell they are casting. You apply the ability focus for the arcana of the target spell, if you have it, to the casting roll. If you cannot cast the spell your foe is casting, you have a -2 penalty on your casting roll.
If you win the test, your foe's casting roll is considered to have failed. If they win the test, the spell is cast normally. If you do not have sufficient MP to cast a counter-spell, then the effort automatically fails, and you cannot counter your foe's casting.",141,FCRB
Protection Arcana,Master,Protection - Master,Arcane Circle,Defense,10,1 Minute  ,12,,"You conjure a circle of power that blocks the effects of spells of lesser strength.
You create a glowing magical circle, up to 4 yards in diameter, on the ground where you cast the spell. It is etched with symbols of power and lasts for 1 hour. During that time, you and any allies inside the arcane circle have protection against spells cast from outside its confines. The casting roll of any such spells trying to affect the occupants must exceed the arcane circle's Spellpower to take effect. This does not cancel the spell entirely, just prevents it from affecting those inside the circle. Those outside the circle would be affected normally if in thespell's area of effect. You can be inside or outside of the circle when it is created and can cross it at will. An arcane circle is no barrier to your own spells.",141,FCRB
Protection Arcana,Master,Protection - Master,Arcane Void,Utility,18,Major Action,17,,"You create an area of null-magic, draining and suppressing magical effects.
Choose an area with a 6-yard radius within 20 yards of you. If your casting roll succeeds, that area becomes an arcane void, deadened to any use of magic. For the remainder of the encounter, any magical talent or ability used in the arcane void automatically fails. Ongoing magical effects, including magic items, are suppressed as long as they remain within the void. The power of artifacts is such that suppressing one with arcane void requires a successful TN 18 Intelligence (Power Arcana) test. Summoned creatures in the area are banished to their place of origin. Purely magical beings that enter or start their turn in the arcane void take 1d6 penetrating damage as their magic ""bleeds""away. The creator of the arcane void can dispel it-ending the effect-at any time, as a minor action.",142,FCRB
Psychic Arcana,Novice,Psychic - Novice,Arcane Shield,Defense,2+,Minor Action,12,,"You create an arcane aura of protection against physical harm around you.
For one round, your magic wraps you in a protective field, and your Defense becomes equal to your Spellpower (10 + Willpower + Protection Arcana Focus). You can extend the duration of your arcane shield effect by spending 1 MP per additional round you want it to last.",142,FCRB
Psychic Arcana,Novice,Psychic - Novice,Arcane Tent,Utility,4+,One Minute,11,,"You conjure a magical shelter from the elements.
You invoke an invisible dome 4 yards high at the center and 4 yards in radius around the point on the ground that you touch while casting the spell. The dome keeps out precipitation, wind, and small insects or other vermin. It also sheds light and warmth equal to that of a campfire, although not capable of setting fires, and its light is not visible outside of the dome. The dome provides shade from any outside light source while remaining invisible. Lastly, if any creature larger than a cat comes within 50 feet of the dome, you are aware of its presence. The arcane tent lasts for eight hours, but you can extend its existence another eight hours by spending the MP cost again.",142,FCRB
Psychic Arcana,Novice,Psychic - Novice,Mage lock,Utility,8,Major Action,12,,"You magically seal a door, shutter, lid, or other closure shut. Your mage lock is as strong as the material it holds closed,
so it cannot be opened without breaking the sealed closure by force or removing the spell. You can open anything you have mage locked at will, and you can create a password that allows others to do so if they speak it aloud upon touching the closure. Otherwise, your mage lock lasts until it is broken, or you choose to remove it.",142,FCRB
Psychic Arcana,Novice,Psychic - Novice,Spell Ward,Defense,3,Major Action,12,Intelligence (Selected Arcana) Vs. Spellpower,"Your power protects you and another from the magical effects of a certain arcana.
Touch a subject and choose an arcana, such as Cold, Fire, Power, etc. For the rest of the encounter, if the subject is targeted by a hostile spell from that arcana, the spellcaster must win a test of Spellcasting ability and focus (typically Intelligence + arcana focus bonus) vs. your Spellpower. Otherwise, the spell fails. If the spellcaster wins the test, the spell works normally, although the subject still gets any regular test allowed against the spell.",142,FCRB
Psychic Arcana,Expert,Psychic - Expert,Creature Ward,Defense,5,Major Action,15,Willpower (Courage Or Morale) Vs. Spellpower,"You can ward off supernatural creatures, including demons, elementals, spirits, and undead (the exact types of creatures affected may vary depending on your campaign setting).
So long as you use an Activate action each round to maintain your concentration, any such creatures must succeed on a Willpower (Courage or Morale) test vs. your Spellpower to approach closer than 5 yards to you or to directly attack you or any ally within 5 yards of you. Anyone (including yourself) who attacks a warded creature loses the benefit of the ward's protection. The creature ward ends once you stop concentrating on it.",142,FCRB
Psychic Arcana,Expert,Psychic - Expert,Missile Shield,Defense,4,Major Action,14,,"An invisible aura of arcane protection envelops a subject you choose.
You or a chosen ally within 6 yards of you are the subject of this spell. For the remainder of the encounter, whenever the subject is the target of a ranged attack with a physical missile weapon you can spend 1 MP per missile to harmlessly turn the attack aside, subtly deflecting the missile so that it misses the target. This affects all physical missile weapons, regardless of size, and including magical attacks involving physical missiles, such as the ice knives spell, but not pure energy attacks like Fire or Lightning Arcana. If you cannot perceive the subject of your missile shield or take a free action at the time, you cannot deflect an attack.",143,FCRB
Psychic Arcana,Master,Psychic - Master,Arcane Barrier,Defense,10+,Major Action,18,,"A barrier of magical force around you blocks all damage.
You surround a subject within 25 yards (which may be yourself) with a protective field of magical force. The barrier lasts for one round. During that time, the subject is completely immune to damage, but also cannot move from the spot (as the barrier is immobile), make melee or ranged attacks, or give or receive items. Any spell or magical phenomenon that does not cause direct damage affects the subject normally, and spells of all kinds, damage-inflicting or otherwise, can pass out of the barrier. You can extend the barrier by spending 5 MP for each additional round you would like it to last.",143,FCRB
Psychic Arcana,Master,Psychic - Master,Arcane Ward,Defense,10,Major Action,18,Intelligence (Selected Arcana) Vs. Spellpower,"You power protects a subject against all magic of lesser strength than yours.
This spell works like the Novice level spell ward, except it affects all hostile spells or magical abilities used against the subject for the remainder of the encounter, not just those of one arcana.",143,FCRB
Shadow Arcana,Novice,Shadow - Novice,Dark Sight,Utility,3 Per Subject,Major Action,11,,"You imbue a person or group with the capacity to see in low light and even complete darkness.
Choose a number of subjects, including yourself, no greater than your Willpower, within 6 yards of you. For the remainder of the encounter, those subjects gain the benefits of the dark sight special quality, able to see in complete darkness as if it were normal daylight out to 20 yards. Subjects who already have Dark Sight add 20 yards to their range and gain +1 on visual Perception tests (usually Seeing and Searching) in low-light to completely dark environments.
The only darkness the spell doesn't penetrate is that generated by magic, but at Master degree in the Shadow Arcana, you can even accomplish this.",143,FCRB
Shadow Arcana,Novice,Shadow - Novice,Shadow Dagger,Attack,2,Major Action,11,,"A shard of darkness bursts from your hand and solidifies into a lethal weapon.
This weapon is treated as a dagger (see Weapons in Chapter 4: Equipment), except that it counts as a magical weapon when relevant, and if you throw it or let it go, it appears back in your hand an instant later. This means you can throw it repeatedly without losing it, but you also can't give it to someone else to use. It can also function as a normal knife, allowing it to carve wood, cut ropes, and so on. The shadow dagger lasts for the encounter.",143,FCRB
Shadow Arcana,Novice,Shadow - Novice,Shadow's Embrace,Enhancement,4,Major Action,10,,"Darkness surrounds and conceals you.
You deepen the shadows in a 6-by-6 yard area within 30 yards of you for 5 minutes. Anyone in the area receives a +2 bonus on Dexterity (Stealth) tests. This area moves with you. Natural shadows must already be present, or the spell will not work. If you enter an area with no natural shadows, the spell ends.",144,FCRB
Shadow Arcana,Novice,Shadow - Novice,Shadow's Hood,Attack,4,Major Action,12,Perception (Seeing) Vs. Spellpower,"Your mystical darkness robs a foe of the sense of sight. Choose a target within 6 yards of you. If the target fails a Perception (Seeing) test against your Spellpower, they are Blinded (as the condition) until the end of their next turn.",144,FCRB
Shadow Arcana,Expert,Shadow - Expert,Shadow Tendrils,Attack,10,Major Action,12,Willpower (Courage) Vs. Spellpower,"Tendrils of pure darkness spring up from the ground or floor
in an area that you choose.
The shadow tendrils appear in a 4-by-4 yard space within 20 yards of you that lasts for a number of rounds equal to your Willpower (minimum 1). Anyone inside or entering the affected area must make a Willpower (Courage) test against your Spellpower or take 1d6 + Willpower penetrating damage and be unable to move from the spot on their next turn, though they can take actions other than moving freely. Once a creature is immobilized by the spell once, they can no longer be immobilized by that casting of it, though they still take damage if they enter the affected zone.",144,FCRB
Shadow Arcana,Expert,Shadow - Expert,Veil of Darkness,Utility,6,Major Action,12,,"You can weave magical darkness into a barrier that obscures all sight.
You create a wall of impenetrable darkness within 30 yards of you that is 10 yards long, 2 yards wide, and 4 yards tall. The wall does not impede movement in any way, but it does block all sight (even Dark Sight). Entering such total darkness is disconcerting, so those moving through it halve their Speed (rounded down) for the round.",144,FCRB
Shadow Arcana,Master,Shadow - Master,Shadow Form,Enhancement,12,Major Action,15,,"You transform, appearing to merge with and disappear into your own shadow.
For the remainder of the encounter, you have the shadow special quality: You take half damage from all non-magical attacks and can use the regenerate and blending powers in darkness or dim light. See Chapter 9: Adversaries for more information. In sunlight or other bright light, you take damage normally, and all light-based magical attacks do an extra 1d6 penetrating damage. You also gain the incorporeal form quality: you ignore the effects of terrain and can walk through solids and liquids as if they aren't there, as long as you begin and end each turn in an open space. If you are somehow stuck inside a solid or liquid at the end of a turn, you are ejected to the point where you entered it at the beginning of your next turn.",144,FCRB
Shadow Arcana,Master,Shadow - Master,Shadow Slip,Utility,4,Minor Action,14,,"You step into one shadow and emerge from another.
Using this spell, you can transport instantly from one area of shadow to another that you can perceive within 50 yards of you. To others, it looks like you disappear into the shadows and re-emerge elsewhere.",144,FCRB
Water Arcana,Novice,Water - Novice,Arcane Spring,Utility,2,Major Action,10,Strength (Might) Vs. Spellpower,"Water pours forth at your command.
You cause a number of gallons of water equal to your Willpower + Water Arcana focus bonus (if any; minimum 1 gallon in any event) to pour out of nowhere. This water can pour into a container (and is clean and safe to drink), onto a small fire to quench it, or even onto a target. Such a target must make a Strength (Might) test vs. your Spellpower to avoid being knocked Prone, in addition to being wet for some time thereafter.",144,FCRB
Water Arcana,Novice,Water - Novice,Healing Waters,Utility,4,Major Action,10,,"You infuse a small amount of pure water (about a cupful) with healing energy.
Any subject who consumes the healing waters or applies them directly to an injury within a minute of their infusion regains 3d6 Health.",145,FCRB
Water Arcana,Novice,Water - Novice,Water Breathing,Enhancement,2,Major Action,10,,"Touch a subject (this can be you). For the remainder of the encounter, the subject can breathe and move underwater as easily as they do in air.
At Expert degree in Water Arcana, you can extend water breathing to multiple subjects within 10 yards of you by paying an additional 1 MP per extra subject.",145,FCRB
Water Arcana,Novice,Water - Novice,Water Whip,Enhancement,4,Minor Action,11,,"You create a whip of water that appears in your empty hand. You can wield the water whip as a weapon, using your Intelligence (Water Arcana) to make attack rolls. You can attack targets up to 4 yards away and the water whip inflicts 1d6 + Willpower damage. You can also perform the Disarm stunt for 1 SP instead of 2 when wielding it, and you use Willpower instead of Strength to modify how far away the disarmed weapon flies. The water whip lasts until the end of the encounter, although you can end it earlier as a free action if you so choose.",145,FCRB
Water Arcana,Expert,Water - Expert,Swift and Slow Waters,Utility,6+ ,Major Action,11,Special (See Description),"You can shape and direct the flow of large bodies of waterâ€” even the oceanâ€”to double or halve the Speed of one vessel within 100 yards, for the duration of the encounter. If the spell runs contrary to what the target vessel's crew prefer, the best sailor aboard may make a Dexterity (Sailing) test vs. Spellpower to nullify the effects. If you are aboard the vessel and the crew is not opposed, you may extend the duration of the spell to a full day for an additional 6 MP. This is typically used to double a vessel's daily travel distance.",145,FCRB
Water Arcana,Expert,Water - Expert,Water Wall,Defense,6,Major Action,11,Strength (Might) Vs. Spellpower,"A watery curtain surges before you.
You conjure a cascade of water, up to 3 yards long, 1 yard wide, and 3 yards tall. It blocks all fire attacks from passing through it, and anyone trying to attack through it takes a -2 penalty on their attack rolls. Anyone attempting to cross through the water wall must make a Strength (Might) test vs. your Spellpower or be knocked Prone. If you cast this spell more than once in an encounter, you can link together the sections into one continuous wall. The water wall lasts until the end of the encounter, although you can end it earlier as a free action if you so choose.",146,FCRB
Water Arcana,Master,Water - Master,Watery Flesh,Enhancement,12,Major Action,15,,"Your appearance doesn't change, but your body and possessions adopt the properties of a liquid that regains its shape after being displaced.
You can move through any non-watertight barrier and cannot be damaged by non-magical weapons and hazards, except for those based on fire and heat, which do double damage (before Armor Rating) instead, and you are immune to conditions that arise from injuries. Unfortunately, your liquid form means you cannot make attacks with weapons, use equipment, or pick up objects except through the use of spells or special powers such as Arcane Blast. You remain in this state until the end of the encounter or you dismiss this spell by spending a minor action.",146,FCRB
Water Arcana,Master,Water - Master,Watery Doom,Attack,9,Major Action,15,Constitution (Stamina) Vs. Spellpower,"You cause a target's lungs to fill with water, drowning them
even in the open air.
The target must make a Constitution (Stamina) test vs. your Spellpower. On a success, the spell has no effect. On a failure, the target takes 2d6 + your Willpower penetrating damage and cannot speak. At the start of each their turns, the target must make another Constitution (Stamina) test vs. your Spellpower, taking 2d6 + Willpower penetrating damage on a failure. The spell continues until a successful test is made or 5 rounds pass. Watery doom has no effect on targets that do not breathe air (or do not breathe at all).",146,FCRB
Wood Arcana,Novice,Wood - Novice,Forest Blend,Utility,4,Major Action,11,Perception (Searching) Vs. Spellpower,"The natural world conceals you and your allies.
You and a number of creatures up to your Willpower within 6 yards of you blend into natural or wooded surroundings. For the duration of the encounter, a successful Perception (Searching) test vs. your Spellpower is required to spot anyone concealed by this spell. Making an attack gives away your position, negating thespell's benefits until the beginning of your next turn.",146,FCRB
Wood Arcana,Novice,Wood - Novice,Regrowth,Utility,4,Major Action,10,,"You infuse wood with a burst of life-force.
This causes a piece of dead wood to return to life, sprouting branches, roots, and even leaves. It twists and warps wooden objects like furniture, doors, chests, or even weapons or shields, making them unusable. Used on a seed, it matures into a hearty sapling in an instant, while a mature tree enjoys a year's growth, immediately giving forth fruit or seeds as appropriate. Used on a wooden tool or weapon (generally, a weapon with a wooden haft such as a bludgeon, axe, spear, or pole arm; wooden sword grips and the like are too small to be affected by the spell), it imposes a -5 penalty to relevant tests, including attack rolls. Used on a wooden shield, regrowth makes it impossible to use to add to the holder's Defense.
Regrowth affects non-magical wood permanently. Against magical wood, including magical items that include wood, thespell's effects vanish at the end of the encounter. Against creatures made of wood with a Threat rating, regrowth heals 3d6 Health and removes one condition imposed by an injury or disease, and is considered a beneficial spell, requiring the target's consent (see Beneficial Spells and Consent).",146,FCRB
Wood Arcana,Novice,Wood - Novice,Wood Speech,Utility,4,Major Action,11,,"You can converse with living plants, speaking aloud to them and ""hearing""their answers in your mind, for the duration of the encounter.
Small and simple plants provide only rudimentary information while larger, older, and more complex onesâ€”such as old-growth treesâ€”can offer much more detail. In addition to any information the plant life can provide you, you gain stunt points equal to the result of the Stunt Die on the casting roll, which you can spend on an exploration stunt triggered by guidance or information from the plant world.",147,FCRB
Wood Arcana,Novice,Wood - Novice,Wood Walk,Utility,2,Major Action,11,,"Sorcery speeds your passage through even the thickest forest and jungle.
You and a number of creatures equal to your Willpower, within 6 yards of you, can move through natural and wooded surroundings freely at your normal Speed for the duration of the encounter, regardless of terrain, weather, or
similar conditions. Your movement is not impeded by plant growth, brambles, vines, or similar obstacles and (at the GM's discretion) you may avoid certain natural hazards automatically (see Hazards in Chapter 8: Mastering the Rules).
",147,FCRB
Wood Arcana,Expert,Wood - Expert,Dryad’s Door,Utility,8,Minor,14,,"The trees themselves can transport and conceal you.
You can “step into” a mature tree of any size, disappearing entirely, emerging from any other tree within 50 yards of where you vanished. If you wish, you can remain “inside” a tree for up to a minute per level before re-emerging, but you are unaware of anything happening in the outside world during that time.",147,FCRB
Wood Arcana,Expert,Wood - Expert,Ensnaring Roots,Attack,8,Major,11,Strength (Might) vs. Spellpower,"Roots from the earth ensnare your foes.
Tough, gnarled roots spring up from the ground to grab and entangle targets in a 4-yard by 4-yard area within 20 yards of you that you designate for a number of rounds equal to your Willpower (minimum 1). Anyone in or entering the affected area must make a Strength (Might) vs. Spellpower test or be unable to move from the spot until they use a minor action to make a Strength (Might) vs. Spellpower test, the caster lets them go as a free action, or the spell ends.",147,FCRB
Wood Arcana,Master,Wood - Master,Awaken Tree,Utility,14,Major,15,,"You “awaken” a mature tree within 10 yards of you, giving it senses, awareness, and movement.
This tree becomes a gnarlwalker (see Chapter 9: Adversaries). It is friendly to you and obedient to your commands forthe duration of the encounter. At the end of the spell, it reverts to its normal form, putting down roots wherever it is standing.",147,FCRB
Wood Arcana,Master,Wood - Master,Tree Form,Enhancement ,12,Major,15,,"Your body transforms, taking on the form of an animated tree.
This transformation lasts for the remainder of the encounter or until you choose to end the spell (a free action). You gain the following statistics as your body turns into that of a gnarlwalker (see Chapter 9: Adversaries):
• Abilities: Constitution 6, Dexterity 0, Strength 6, even if this would reduce your ability ratings. All other abilities retain the caster’s usual ratings.
• Focuses: Fighting (Branch Blows), Intelligence (Natural Lore).
• Other Statistics: You gain an Armor Rating of 8 from the monstrously tough hide special quality. This doesn’t stack with worn armor, however.
• Special Qualities: You gain the gnarlwalker special qualities of big, made of wood, many branches, mighty and lethal, monstrously tough hide, and voice of the green.

Your new body doesn’t impede your ability to cast other spells. However, your clothing and worn equipment are absorbed into your tree form, reappearing when you return to your usual form.",147,FCRB
